"Bus Table (SPI (with CS): 8 Bit, MSB, Clk = D0, MOSI = D1, MISO = D2, CS = D3)"
"gg"
Frame,Mark,Start Time in s,Source,Length,Data,State
2186,,-21.54650400e-3,MOSI,2,0x9800,OK
2187,,-21.54650400e-3,MISO,2,0xF800,OK
2188,,-21.52692000e-3,MOSI,2,0x0200,OK
2189,,-21.52692000e-3,MISO,2,0x01FF,OK
2190,,-21.50752800e-3,MOSI,2,0x087F,OK
2191,,-21.50752800e-3,MISO,2,0xFFFF,OK
2192,,-21.48794400e-3,MOSI,2,0x1480,OK
2193,,-21.48794400e-3,MISO,2,0x0F80,OK
2194,,-21.46855200e-3,MOSI,2,0x1A07,OK
2195,,-21.46855200e-3,MISO,2,0x07FF,OK
2196,,-21.44896800e-3,MOSI,2,0x1226,OK
2197,,-21.44896800e-3,MISO,2,0xFFFE,OK
2198,,-21.42938400e-3,MOSI,2,0x020C,OK
2199,,-21.42938400e-3,MISO,2,0x01FF,OK
2200,,-21.40999200e-3,MOSI,2,0x1A87,OK
2201,,-21.40999200e-3,MISO,2,0xFFFF,OK
2202,,-21.39040800e-3,MOSI,2,0x8800,OK
2203,,-21.39040800e-3,MISO,2,0xFFFF,OK
2204,,-21.37101600e-3,MOSI,2,0x0200,OK
2205,,-21.37101600e-3,MISO,2,0xFFFF,OK
2206,,-21.35143200e-3,MOSI,2,0x9400,OK
2207,,-21.35143200e-3,MISO,2,0xFFFF,OK
2208,,-21.33204000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2209,,-21.33204000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2210,,-21.03348000e-3,MOSI,2,0x9800,OK
2211,,-21.03348000e-3,MISO,2,0xF800,OK
2212,,-21.01389600e-3,MOSI,2,0x0200,OK
2213,,-21.01389600e-3,MISO,2,0x01FF,OK
2214,,-20.99450400e-3,MOSI,2,0x087F,OK
2215,,-20.99450400e-3,MISO,2,0xFFFF,OK
2216,,-20.97492000e-3,MOSI,2,0x1480,OK
2217,,-20.97492000e-3,MISO,2,0x0F80,OK
2218,,-20.95552800e-3,MOSI,2,0x1A07,OK
2219,,-20.95552800e-3,MISO,2,0x07FF,OK
2220,,-20.93594400e-3,MOSI,2,0x1226,OK
2221,,-20.93594400e-3,MISO,2,0xFFFE,OK
2222,,-20.91655200e-3,MOSI,2,0x020C,OK
2223,,-20.91655200e-3,MISO,2,0x01FF,OK
2224,,-20.89696800e-3,MOSI,2,0x1A87,OK
2225,,-20.89696800e-3,MISO,2,0xFFFF,OK
2226,,-20.87738400e-3,MOSI,2,0x8800,OK
2227,,-20.87738400e-3,MISO,2,0xFFFF,OK
2228,,-20.85799200e-3,MOSI,2,0x0200,OK
2229,,-20.85799200e-3,MISO,2,0xFFFF,OK
2230,,-20.83840800e-3,MOSI,2,0x9400,OK
2231,,-20.83840800e-3,MISO,2,0xFFFF,OK
2232,,-20.81901600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2233,,-20.81901600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2234,,-20.52045600e-3,MOSI,2,0x9800,OK
2235,,-20.52045600e-3,MISO,2,0xF800,OK
2236,,-20.50087200e-3,MOSI,2,0x0200,OK
2237,,-20.50087200e-3,MISO,2,0x01FF,OK
2238,,-20.48148000e-3,MOSI,2,0x087F,OK
2239,,-20.48148000e-3,MISO,2,0xFFFF,OK
2240,,-20.46189600e-3,MOSI,2,0x1480,OK
2241,,-20.46189600e-3,MISO,2,0x0F80,OK
2242,,-20.44250400e-3,MOSI,2,0x1A07,OK
2243,,-20.44250400e-3,MISO,2,0x07FF,OK
2244,,-20.42292000e-3,MOSI,2,0x1226,OK
2245,,-20.42292000e-3,MISO,2,0xFFFE,OK
2246,,-20.40352800e-3,MOSI,2,0x020C,OK
2247,,-20.40352800e-3,MISO,2,0x01FF,OK
2248,,-20.38394400e-3,MOSI,2,0x1A87,OK
2249,,-20.38394400e-3,MISO,2,0xFFFF,OK
2250,,-20.36455200e-3,MOSI,2,0x8800,OK
2251,,-20.36455200e-3,MISO,2,0xFFFF,OK
2252,,-20.34496800e-3,MOSI,2,0x0200,OK
2253,,-20.34496800e-3,MISO,2,0xFFFF,OK
2254,,-20.32538400e-3,MOSI,2,0x9400,OK
2255,,-20.32538400e-3,MISO,2,0xFFFF,OK
2256,,-20.30599200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2257,,-20.30599200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2258,,-20.00743200e-3,MOSI,2,0x9800,OK
2259,,-20.00743200e-3,MISO,2,0xF800,OK
2260,,-19.98804000e-3,MOSI,2,0x0200,OK
2261,,-19.98804000e-3,MISO,2,0x01FF,OK
2262,,-19.96845600e-3,MOSI,2,0x087F,OK
2263,,-19.96845600e-3,MISO,2,0xFFFF,OK
2264,,-19.94887200e-3,MOSI,2,0x1480,OK
2265,,-19.94887200e-3,MISO,2,0x0F80,OK
2266,,-19.92948000e-3,MOSI,2,0x1A07,OK
2267,,-19.92948000e-3,MISO,2,0x07FF,OK
2268,,-19.90989600e-3,MOSI,2,0x1226,OK
2269,,-19.90989600e-3,MISO,2,0xFFFE,OK
2270,,-19.89050400e-3,MOSI,2,0x020C,OK
2271,,-19.89050400e-3,MISO,2,0x01FF,OK
2272,,-19.87092000e-3,MOSI,2,0x1A87,OK
2273,,-19.87092000e-3,MISO,2,0xFFFF,OK
2274,,-19.85152800e-3,MOSI,2,0x8800,OK
2275,,-19.85152800e-3,MISO,2,0xFFFF,OK
2276,,-19.83194400e-3,MOSI,2,0x0200,OK
2277,,-19.83194400e-3,MISO,2,0xFFFF,OK
2278,,-19.81255200e-3,MOSI,2,0x9400,OK
2279,,-19.81255200e-3,MISO,2,0xFFFF,OK
2280,,-19.79296800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2281,,-19.79296800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2282,,-19.49440800e-3,MOSI,2,0x9800,OK
2283,,-19.49440800e-3,MISO,2,0xF800,OK
2284,,-19.47501600e-3,MOSI,2,0x0200,OK
2285,,-19.47501600e-3,MISO,2,0x01FF,OK
2286,,-19.45543200e-3,MOSI,2,0x087F,OK
2287,,-19.45543200e-3,MISO,2,0xFFFF,OK
2288,,-19.43604000e-3,MOSI,2,0x1480,OK
2289,,-19.43604000e-3,MISO,2,0x0F80,OK
2290,,-19.41645600e-3,MOSI,2,0x1A07,OK
2291,,-19.41645600e-3,MISO,2,0x07FF,OK
2292,,-19.39687200e-3,MOSI,2,0x1226,OK
2293,,-19.39687200e-3,MISO,2,0xFFFE,OK
2294,,-19.37748000e-3,MOSI,2,0x020C,OK
2295,,-19.37748000e-3,MISO,2,0x01FF,OK
2296,,-19.35789600e-3,MOSI,2,0x1A87,OK
2297,,-19.35789600e-3,MISO,2,0xFFFF,OK
2298,,-19.33850400e-3,MOSI,2,0x8800,OK
2299,,-19.33850400e-3,MISO,2,0xFFFF,OK
2300,,-19.31892000e-3,MOSI,2,0x0200,OK
2301,,-19.31892000e-3,MISO,2,0xFFFF,OK
2302,,-19.29952800e-3,MOSI,2,0x9400,OK
2303,,-19.29952800e-3,MISO,2,0xFFFF,OK
2304,,-19.27994400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2305,,-19.27994400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2306,,-18.98138400e-3,MOSI,2,0x9800,OK
2307,,-18.98138400e-3,MISO,2,0xF800,OK
2308,,-18.96199200e-3,MOSI,2,0x0200,OK
2309,,-18.96199200e-3,MISO,2,0x01FF,OK
2310,,-18.94240800e-3,MOSI,2,0x087F,OK
2311,,-18.94240800e-3,MISO,2,0xFFFF,OK
2312,,-18.92301600e-3,MOSI,2,0x1480,OK
2313,,-18.92301600e-3,MISO,2,0x0F80,OK
2314,,-18.90343200e-3,MOSI,2,0x1A07,OK
2315,,-18.90343200e-3,MISO,2,0x07FF,OK
2316,,-18.88404000e-3,MOSI,2,0x1226,OK
2317,,-18.88404000e-3,MISO,2,0xFFFE,OK
2318,,-18.86445600e-3,MOSI,2,0x020C,OK
2319,,-18.86445600e-3,MISO,2,0x01FF,OK
2320,,-18.84487200e-3,MOSI,2,0x1A87,OK
2321,,-18.84487200e-3,MISO,2,0xFFFF,OK
2322,,-18.82548000e-3,MOSI,2,0x8800,OK
2323,,-18.82548000e-3,MISO,2,0xFFFF,OK
2324,,-18.80589600e-3,MOSI,2,0x0200,OK
2325,,-18.80589600e-3,MISO,2,0xFFFF,OK
2326,,-18.78650400e-3,MOSI,2,0x9400,OK
2327,,-18.78650400e-3,MISO,2,0xFFFF,OK
2328,,-18.76692000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2329,,-18.76692000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2330,,-18.46855200e-3,MOSI,2,0x9800,OK
2331,,-18.46855200e-3,MISO,2,0xF800,OK
2332,,-18.44896800e-3,MOSI,2,0x0200,OK
2333,,-18.44896800e-3,MISO,2,0x01FF,OK
2334,,-18.42938400e-3,MOSI,2,0x087F,OK
2335,,-18.42938400e-3,MISO,2,0xFFFF,OK
2336,,-18.40999200e-3,MOSI,2,0x1480,OK
2337,,-18.40999200e-3,MISO,2,0x0F80,OK
2338,,-18.39040800e-3,MOSI,2,0x1A07,OK
2339,,-18.39040800e-3,MISO,2,0x07FF,OK
2340,,-18.37101600e-3,MOSI,2,0x1226,OK
2341,,-18.37101600e-3,MISO,2,0xFFFE,OK
2342,,-18.35143200e-3,MOSI,2,0x020C,OK
2343,,-18.35143200e-3,MISO,2,0x01FF,OK
2344,,-18.33204000e-3,MOSI,2,0x1A87,OK
2345,,-18.33204000e-3,MISO,2,0xFFFF,OK
2346,,-18.31245600e-3,MOSI,2,0x8800,OK
2347,,-18.31245600e-3,MISO,2,0xFFFF,OK
2348,,-18.29287200e-3,MOSI,2,0x0200,OK
2349,,-18.29287200e-3,MISO,2,0xFFFF,OK
2350,,-18.27348000e-3,MOSI,2,0x9400,OK
2351,,-18.27348000e-3,MISO,2,0xFFFF,OK
2352,,-18.25389600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2353,,-18.25389600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2354,,-17.95552800e-3,MOSI,2,0x9800,OK
2355,,-17.95552800e-3,MISO,2,0xF800,OK
2356,,-17.93594400e-3,MOSI,2,0x0200,OK
2357,,-17.93594400e-3,MISO,2,0x01FF,OK
2358,,-17.91655200e-3,MOSI,2,0x087F,OK
2359,,-17.91655200e-3,MISO,2,0xFFFF,OK
2360,,-17.89696800e-3,MOSI,2,0x1480,OK
2361,,-17.89696800e-3,MISO,2,0x0F80,OK
2362,,-17.87738400e-3,MOSI,2,0x1A07,OK
2363,,-17.87738400e-3,MISO,2,0x07FF,OK
2364,,-17.85799200e-3,MOSI,2,0x1226,OK
2365,,-17.85799200e-3,MISO,2,0xFFFE,OK
2366,,-17.83840800e-3,MOSI,2,0x020C,OK
2367,,-17.83840800e-3,MISO,2,0x01FF,OK
2368,,-17.81901600e-3,MOSI,2,0x1A87,OK
2369,,-17.81901600e-3,MISO,2,0xFFFF,OK
2370,,-17.79943200e-3,MOSI,2,0x8800,OK
2371,,-17.79943200e-3,MISO,2,0xFFFF,OK
2372,,-17.78004000e-3,MOSI,2,0x0200,OK
2373,,-17.78004000e-3,MISO,2,0xFFFF,OK
2374,,-17.76045600e-3,MOSI,2,0x9400,OK
2375,,-17.76045600e-3,MISO,2,0xFFFF,OK
2376,,-17.74087200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2377,,-17.74087200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2378,,-17.44250400e-3,MOSI,2,0x9800,OK
2379,,-17.44250400e-3,MISO,2,0xF800,OK
2380,,-17.42292000e-3,MOSI,2,0x0200,OK
2381,,-17.42292000e-3,MISO,2,0x01FF,OK
2382,,-17.40352800e-3,MOSI,2,0x087F,OK
2383,,-17.40352800e-3,MISO,2,0xFFFF,OK
2384,,-17.38394400e-3,MOSI,2,0x1480,OK
2385,,-17.38394400e-3,MISO,2,0x0F80,OK
2386,,-17.36455200e-3,MOSI,2,0x1A07,OK
2387,,-17.36455200e-3,MISO,2,0x07FF,OK
2388,,-17.34496800e-3,MOSI,2,0x1226,OK
2389,,-17.34496800e-3,MISO,2,0xFFFE,OK
2390,,-17.32538400e-3,MOSI,2,0x020C,OK
2391,,-17.32538400e-3,MISO,2,0x01FF,OK
2392,,-17.30599200e-3,MOSI,2,0x1A87,OK
2393,,-17.30599200e-3,MISO,2,0xFFFF,OK
2394,,-17.28640800e-3,MOSI,2,0x8800,OK
2395,,-17.28640800e-3,MISO,2,0xFFFF,OK
2396,,-17.26701600e-3,MOSI,2,0x0200,OK
2397,,-17.26701600e-3,MISO,2,0xFFFF,OK
2398,,-17.24743200e-3,MOSI,2,0x9400,OK
2399,,-17.24743200e-3,MISO,2,0xFFFF,OK
2400,,-17.22804000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2401,,-17.22804000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2402,,-16.92948000e-3,MOSI,2,0x9800,OK
2403,,-16.92948000e-3,MISO,2,0xF800,OK
2404,,-16.90989600e-3,MOSI,2,0x0200,OK
2405,,-16.90989600e-3,MISO,2,0x01FF,OK
2406,,-16.89050400e-3,MOSI,2,0x087F,OK
2407,,-16.89050400e-3,MISO,2,0xFFFF,OK
2408,,-16.87092000e-3,MOSI,2,0x1480,OK
2409,,-16.87092000e-3,MISO,2,0x0F80,OK
2410,,-16.85152800e-3,MOSI,2,0x1A07,OK
2411,,-16.85152800e-3,MISO,2,0x07FF,OK
2412,,-16.83194400e-3,MOSI,2,0x1226,OK
2413,,-16.83194400e-3,MISO,2,0xFFFE,OK
2414,,-16.81255200e-3,MOSI,2,0x020C,OK
2415,,-16.81255200e-3,MISO,2,0x01FF,OK
2416,,-16.79296800e-3,MOSI,2,0x1A87,OK
2417,,-16.79296800e-3,MISO,2,0xFFFF,OK
2418,,-16.77338400e-3,MOSI,2,0x8800,OK
2419,,-16.77338400e-3,MISO,2,0xFFFF,OK
2420,,-16.75399200e-3,MOSI,2,0x0200,OK
2421,,-16.75399200e-3,MISO,2,0xFFFF,OK
2422,,-16.73440800e-3,MOSI,2,0x9400,OK
2423,,-16.73440800e-3,MISO,2,0xFFFF,OK
2424,,-16.71501600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2425,,-16.71501600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2426,,-16.41645600e-3,MOSI,2,0x9800,OK
2427,,-16.41645600e-3,MISO,2,0xF800,OK
2428,,-16.39687200e-3,MOSI,2,0x0200,OK
2429,,-16.39687200e-3,MISO,2,0x01FF,OK
2430,,-16.37748000e-3,MOSI,2,0x087F,OK
2431,,-16.37748000e-3,MISO,2,0xFFFF,OK
2432,,-16.35789600e-3,MOSI,2,0x1480,OK
2433,,-16.35789600e-3,MISO,2,0x0F80,OK
2434,,-16.33850400e-3,MOSI,2,0x1A07,OK
2435,,-16.33850400e-3,MISO,2,0x07FF,OK
2436,,-16.31892000e-3,MOSI,2,0x1226,OK
2437,,-16.31892000e-3,MISO,2,0xFFFE,OK
2438,,-16.29952800e-3,MOSI,2,0x020C,OK
2439,,-16.29952800e-3,MISO,2,0x01FF,OK
2440,,-16.27994400e-3,MOSI,2,0x1A87,OK
2441,,-16.27994400e-3,MISO,2,0xFFFF,OK
2442,,-16.26055200e-3,MOSI,2,0x8800,OK
2443,,-16.26055200e-3,MISO,2,0xFFFF,OK
2444,,-16.24096800e-3,MOSI,2,0x0200,OK
2445,,-16.24096800e-3,MISO,2,0xFFFF,OK
2446,,-16.22138400e-3,MOSI,2,0x9400,OK
2447,,-16.22138400e-3,MISO,2,0xFFFF,OK
2448,,-16.20199200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2449,,-16.20199200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2450,,-15.90343200e-3,MOSI,2,0x9800,OK
2451,,-15.90343200e-3,MISO,2,0xF800,OK
2452,,-15.88404000e-3,MOSI,2,0x0200,OK
2453,,-15.88404000e-3,MISO,2,0x01FF,OK
2454,,-15.86445600e-3,MOSI,2,0x087F,OK
2455,,-15.86445600e-3,MISO,2,0xFFFF,OK
2456,,-15.84487200e-3,MOSI,2,0x1480,OK
2457,,-15.84487200e-3,MISO,2,0x0F80,OK
2458,,-15.82548000e-3,MOSI,2,0x1A07,OK
2459,,-15.82548000e-3,MISO,2,0x07FF,OK
2460,,-15.80589600e-3,MOSI,2,0x1226,OK
2461,,-15.80589600e-3,MISO,2,0xFFFE,OK
2462,,-15.78650400e-3,MOSI,2,0x020C,OK
2463,,-15.78650400e-3,MISO,2,0x01FF,OK
2464,,-15.76692000e-3,MOSI,2,0x1A87,OK
2465,,-15.76692000e-3,MISO,2,0xFFFF,OK
2466,,-15.74752800e-3,MOSI,2,0x8800,OK
2467,,-15.74752800e-3,MISO,2,0xFFFF,OK
2468,,-15.72794400e-3,MOSI,2,0x0200,OK
2469,,-15.72794400e-3,MISO,2,0xFFFF,OK
2470,,-15.70855200e-3,MOSI,2,0x9400,OK
2471,,-15.70855200e-3,MISO,2,0xFFFF,OK
2472,,-15.68896800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2473,,-15.68896800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2474,,-15.39040800e-3,MOSI,2,0x9800,OK
2475,,-15.39040800e-3,MISO,2,0xF800,OK
2476,,-15.37101600e-3,MOSI,2,0x0200,OK
2477,,-15.37101600e-3,MISO,2,0x01FF,OK
2478,,-15.35143200e-3,MOSI,2,0x087F,OK
2479,,-15.35143200e-3,MISO,2,0xFFFF,OK
2480,,-15.33204000e-3,MOSI,2,0x1480,OK
2481,,-15.33204000e-3,MISO,2,0x0F80,OK
2482,,-15.31245600e-3,MOSI,2,0x1A07,OK
2483,,-15.31245600e-3,MISO,2,0x07FF,OK
2484,,-15.29287200e-3,MOSI,2,0x1226,OK
2485,,-15.29287200e-3,MISO,2,0xFFFE,OK
2486,,-15.27348000e-3,MOSI,2,0x020C,OK
2487,,-15.27348000e-3,MISO,2,0x01FF,OK
2488,,-15.25389600e-3,MOSI,2,0x1A87,OK
2489,,-15.25389600e-3,MISO,2,0xFFFF,OK
2490,,-15.23450400e-3,MOSI,2,0x8800,OK
2491,,-15.23450400e-3,MISO,2,0xFFFF,OK
2492,,-15.21492000e-3,MOSI,2,0x0200,OK
2493,,-15.21492000e-3,MISO,2,0xFFFF,OK
2494,,-15.19552800e-3,MOSI,2,0x9400,OK
2495,,-15.19552800e-3,MISO,2,0xFFFF,OK
2496,,-15.17594400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2497,,-15.17594400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2498,,-14.87738400e-3,MOSI,2,0x9800,OK
2499,,-14.87738400e-3,MISO,2,0xF800,OK
2500,,-14.85799200e-3,MOSI,2,0x0200,OK
2501,,-14.85799200e-3,MISO,2,0x01FF,OK
2502,,-14.83840800e-3,MOSI,2,0x087F,OK
2503,,-14.83840800e-3,MISO,2,0xFFFF,OK
2504,,-14.81901600e-3,MOSI,2,0x1480,OK
2505,,-14.81901600e-3,MISO,2,0x0F80,OK
2506,,-14.79943200e-3,MOSI,2,0x1A07,OK
2507,,-14.79943200e-3,MISO,2,0x07FF,OK
2508,,-14.78004000e-3,MOSI,2,0x1226,OK
2509,,-14.78004000e-3,MISO,2,0xFFFE,OK
2510,,-14.76045600e-3,MOSI,2,0x020C,OK
2511,,-14.76045600e-3,MISO,2,0x01FF,OK
2512,,-14.74087200e-3,MOSI,2,0x1A87,OK
2513,,-14.74087200e-3,MISO,2,0xFFFF,OK
2514,,-14.72148000e-3,MOSI,2,0x8800,OK
2515,,-14.72148000e-3,MISO,2,0xFFFF,OK
2516,,-14.70189600e-3,MOSI,2,0x0200,OK
2517,,-14.70189600e-3,MISO,2,0xFFFF,OK
2518,,-14.68250400e-3,MOSI,2,0x9400,OK
2519,,-14.68250400e-3,MISO,2,0xFFFF,OK
2520,,-14.66292000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2521,,-14.66292000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2522,,-14.36455200e-3,MOSI,2,0x9800,OK
2523,,-14.36455200e-3,MISO,2,0xF800,OK
2524,,-14.34496800e-3,MOSI,2,0x0200,OK
2525,,-14.34496800e-3,MISO,2,0x01FF,OK
2526,,-14.32538400e-3,MOSI,2,0x087F,OK
2527,,-14.32538400e-3,MISO,2,0xFFFF,OK
2528,,-14.30599200e-3,MOSI,2,0x1480,OK
2529,,-14.30599200e-3,MISO,2,0x0F80,OK
2530,,-14.28640800e-3,MOSI,2,0x1A07,OK
2531,,-14.28640800e-3,MISO,2,0x07FF,OK
2532,,-14.26701600e-3,MOSI,2,0x1226,OK
2533,,-14.26701600e-3,MISO,2,0xFFFE,OK
2534,,-14.24743200e-3,MOSI,2,0x020C,OK
2535,,-14.24743200e-3,MISO,2,0x01FF,OK
2536,,-14.22804000e-3,MOSI,2,0x1A87,OK
2537,,-14.22804000e-3,MISO,2,0xFFFF,OK
2538,,-14.20845600e-3,MOSI,2,0x8800,OK
2539,,-14.20845600e-3,MISO,2,0xFFFF,OK
2540,,-14.18887200e-3,MOSI,2,0x0200,OK
2541,,-14.18887200e-3,MISO,2,0xFFFF,OK
2542,,-14.16948000e-3,MOSI,2,0x9400,OK
2543,,-14.16948000e-3,MISO,2,0xFFFF,OK
2544,,-14.14989600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2545,,-14.14989600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2546,,-13.85152800e-3,MOSI,2,0x9800,OK
2547,,-13.85152800e-3,MISO,2,0xF800,OK
2548,,-13.83194400e-3,MOSI,2,0x0200,OK
2549,,-13.83194400e-3,MISO,2,0x01FF,OK
2550,,-13.81255200e-3,MOSI,2,0x087F,OK
2551,,-13.81255200e-3,MISO,2,0xFFFF,OK
2552,,-13.79296800e-3,MOSI,2,0x1480,OK
2553,,-13.79296800e-3,MISO,2,0x0F80,OK
2554,,-13.77338400e-3,MOSI,2,0x1A07,OK
2555,,-13.77338400e-3,MISO,2,0x07FF,OK
2556,,-13.75399200e-3,MOSI,2,0x1226,OK
2557,,-13.75399200e-3,MISO,2,0xFFFE,OK
2558,,-13.73440800e-3,MOSI,2,0x020C,OK
2559,,-13.73440800e-3,MISO,2,0x01FF,OK
2560,,-13.71501600e-3,MOSI,2,0x1A87,OK
2561,,-13.71501600e-3,MISO,2,0xFFFF,OK
2562,,-13.69543200e-3,MOSI,2,0x8800,OK
2563,,-13.69543200e-3,MISO,2,0xFFFF,OK
2564,,-13.67604000e-3,MOSI,2,0x0200,OK
2565,,-13.67604000e-3,MISO,2,0xFFFF,OK
2566,,-13.65645600e-3,MOSI,2,0x9400,OK
2567,,-13.65645600e-3,MISO,2,0xFFFF,OK
2568,,-13.63687200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2569,,-13.63687200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2570,,-13.33850400e-3,MOSI,2,0x9800,OK
2571,,-13.33850400e-3,MISO,2,0xF800,OK
2572,,-13.31892000e-3,MOSI,2,0x0200,OK
2573,,-13.31892000e-3,MISO,2,0x01FF,OK
2574,,-13.29952800e-3,MOSI,2,0x087F,OK
2575,,-13.29952800e-3,MISO,2,0xFFFF,OK
2576,,-13.27994400e-3,MOSI,2,0x1480,OK
2577,,-13.27994400e-3,MISO,2,0x0F80,OK
2578,,-13.26055200e-3,MOSI,2,0x1A07,OK
2579,,-13.26055200e-3,MISO,2,0x07FF,OK
2580,,-13.24096800e-3,MOSI,2,0x1226,OK
2581,,-13.24096800e-3,MISO,2,0xFFFE,OK
2582,,-13.22138400e-3,MOSI,2,0x020C,OK
2583,,-13.22138400e-3,MISO,2,0x01FF,OK
2584,,-13.20199200e-3,MOSI,2,0x1A87,OK
2585,,-13.20199200e-3,MISO,2,0xFFFF,OK
2586,,-13.18240800e-3,MOSI,2,0x8800,OK
2587,,-13.18240800e-3,MISO,2,0xFFFF,OK
2588,,-13.16301600e-3,MOSI,2,0x0200,OK
2589,,-13.16301600e-3,MISO,2,0xFFFF,OK
2590,,-13.14343200e-3,MOSI,2,0x9400,OK
2591,,-13.14343200e-3,MISO,2,0xFFFF,OK
2592,,-13.12404000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
2593,,-13.12404000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
2594,,-12.82548000e-3,MOSI,2,0x9800,OK
2595,,-12.82548000e-3,MISO,2,0xF800,OK
2596,,-12.80589600e-3,MOSI,2,0x0200,OK
2597,,-12.80589600e-3,MISO,2,0x01FF,OK
2598,,-12.78650400e-3,MOSI,2,0x087F,OK
2599,,-12.78650400e-3,MISO,2,0xFFFF,OK
2600,,-12.76692000e-3,MOSI,2,0x1480,OK
2601,,-12.76692000e-3,MISO,2,0x0F80,OK
2602,,-12.74752800e-3,MOSI,2,0x1A07,OK
2603,,-12.74752800e-3,MISO,2,0x07FF,OK
2604,,-12.72794400e-3,MOSI,2,0x1226,OK
2605,,-12.72794400e-3,MISO,2,0xFFFE,OK
2606,,-12.70836000e-3,MOSI,2,0x020C,OK
2607,,-12.70836000e-3,MISO,2,0x01FF,OK
2608,,-12.68896800e-3,MOSI,2,0x1A87,OK
2609,,-12.68896800e-3,MISO,2,0xFFFF,OK
2610,,-12.66938400e-3,MOSI,2,0x8800,OK
2611,,-12.66938400e-3,MISO,2,0xFFFF,OK
